REEF_ID,REEF_NAME,SECTOR,SHELF,LATITUDE,LONGITUDE,in_marine_protected_area,capad_name,capad_iucn,capad_type,capad_match_count
19047S,CHARITY REEF,CU,M,-19.366667,148.333333,True,Great Barrier Reef,VI,Marine Park,1
19061S,JACQUELINE REEF,CU,O,-19.216667,148.9,True,Great Barrier Reef,Ia,Marine Park,1
19063A,KANGAROO REEF (EAST),CU,M,-19.25,148.625,True,Great Barrier Reef,II,Marine Park,1
19063B,KANGAROO REEF (WEST),CU,M,-19.258333,148.55,True,Great Barrier Reef,II,Marine Park,1
19076S,SHOWERS REEF,CU,M,-19.491667,148.908333,True,Great Barrier Reef,VI,Marine Park,1
19082S,ELIZABETH REEF,CU,M,-19.333333,149.05,True,Great Barrier Reef,VI,Marine Park,1
19098S,WANSFELL REEF,CU,M,-19.508333,149.116667,True,Great Barrier Reef,VI,Marine Park,1
19103S,HOLBOURNE ISLAND REEF,CU,I,-19.716667,148.358333,True,Great Barrier Reef,VI,Marine Park,2
19120S,OUTLIER REEF,WH,M,-19.55,149.358333,True,Great Barrier Reef,VI,Marine Park,1
19131S,19131S,WH,M,-19.766667,149.366667,True,Great Barrier Reef,VI,Marine Park,1
19135S,HARDY REEF,WH,M,-19.758333,149.225,True,Great Barrier Reef,II,Marine Park,1
19137S,BAIT REEF,WH,M,-19.808333,149.075,True,Great Barrier Reef,II,Marine Park,1
19138S,19138S,WH,M,-19.808333,149.425,True,Great Barrier Reef,VI,Marine Park,1
19147S,PLASTER REEF,WH,M,-19.633333,149.658333,True,Great Barrier Reef,II,Marine Park,1
19159S,SLATE REEF,WH,O,-19.666667,149.925,True,Great Barrier Reef,II,Marine Park,1
19177S,CRAB REEF,WH,M,-19.725,149.708333,True,Great Barrier Reef,VI,Marine Park,1
19195S,NAPIER REEF,WH,M,-19.841667,149.891667,True,Great Barrier Reef,II,Marine Park,1
19207S,HYDE REEF,WH,O,-19.758333,150.091667,True,Great Barrier Reef,VI,Marine Park,1
19209S,REBE REEF,WH,O,-19.808333,150.15,True,Great Barrier Reef,VI,Marine Park,1
19219S,CONDER REEF,PO,M,-19.916667,150.2,True,Great Barrier Reef,VI,Marine Park,1
20014S,HAYMAN ISLAND REEF,WH,I,-20.066667,148.891667,True,Great Barrier Reef,IV,Marine Park,2
20019S,LANGFORD-BIRD REEF,WH,I,-20.091667,148.875,True,Great Barrier Reef,IV,Marine Park,2
20067A,BORDER ISLAND REEF (NO 1),WH,I,-20.175,149.025,True,Great Barrier Reef Coast,II,Marine Park,2
20104S,20104S,WH,M,-20.033333,149.683333,True,Great Barrier Reef,VI,Marine Park,1
20112S,EDGELL REEFS (NO 5),PO,M,-20.141667,149.941667,True,Great Barrier Reef,II,Marine Park,1
20113S,BEN REEF,PO,O,-20.008333,150.325,True,Great Barrier Reef,VI,Marine Park,1
20144S,CANNAN REEF,PO,M,-20.483333,150.141667,True,Great Barrier Reef,VI,Marine Park,1
20145S,PACKER REEFS,PO,M,-20.483333,150.208333,True,Great Barrier Reef,VI,Marine Park,1
20287S,CREDLIN REEFS (EAST),PO,M,-20.541667,149.95,True,Great Barrier Reef,VI,Marine Park,1
20297S,CREAL REEF,PO,M,-20.533333,150.383333,True,Great Barrier Reef,VI,Marine Park,1
20299D,BRIGGS REEF (NO 4),PO,M,-20.683833,150.4515,True,Great Barrier Reef,VI,Marine Park,1
20309S,TERN REEF(20309),PO,M,-20.908333,150.033333,False,,,,0
20348S,20348S,PO,M,-20.891667,150.958333,True,Great Barrier Reef,II,Marine Park,1
20351A,POMPEY REEF (NO 1),PO,M,-20.941667,150.533333,True,Great Barrier Reef,II,Marine Park,1
20351B,POMPEY REEF (NO 2),PO,M,-20.991667,150.525,True,Great Barrier Reef,II,Marine Park,1
20353S,20353S,PO,M,-20.966667,150.916667,True,Great Barrier Reef,II,Marine Park,1
20354S,20354S,PO,M,-20.975,150.95,True,Great Barrier Reef,II,Marine Park,1
21025S,PENRITH REEF,PO,M,-21.016667,149.9,False,,,,0
